Start Date (Time Zone: America / Denver),End Date (Time Zone: America / Denver),IP Address,Duration (in seconds),Response ID,RandNum_ID,Location Latitude,Location Longitude,Gender,Age,Education,Work Experience,Race,Race_Other_Text,Kevin_Kelly,What is the salary increase that [] asked for?,How did [] start the conversation?,What was Sean's reasoning for denying []'s request?,"On a scale of 1-10, how aggressive do you feel [] was being in that meeting?","On a scale of 1-10, how aggressive do you feel Sean was being in that meeting?",Did you feel that []'s actions were driven more by internal factors or by external factors?,Did you feel that Sean's actions were driven more by internal factors or by external factors?,Timing - Page Submit
4/4/21 21:37,4/4/21 21:43,162.206.59.204,336,R_viwwep7Zo1fkfHr,7833320,29.55929565,-97.96309662,Female,45-59 years old,Bachelor's degree in college (4-year),16-20 years,Other,mestizo,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,6,External factors,Internal factors,272.261
4/4/21 22:08,4/4/21 22:14,107.77.215.25,325,R_1Ed1VidX9yD3gJ3,6750118,26.27290344,-80.26000214,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,5,External factors,External factors,277.233
4/5/21 1:14,4/5/21 1:17,97.114.213.149,224,R_2U45H1HkUMD2Y1o,1415996,35.49079895,-93.4910965,Male,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,3,External factors,External factors,169.217
4/5/21 1:55,4/5/21 1:58,172.117.110.247,189,R_2y1n1Mz4DyePh2L,6181779,34.05279541,-117.6647949,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,Other,hispanic,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,3,Internal factors,External factors,147.901
4/5/21 4:15,4/5/21 4:22,198.98.31.20,455,R_3kp4r5EqmcK9ego,1725221,34.00259399,-96.3832016,Female,45-59 years old,Associate degree in college (2-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,4,External factors,Internal factors,377.325
4/5/21 4:35,4/5/21 4:41,208.203.212.214,362,R_3qI5WqKsKnap5qO,6591875,39.98449707,-75.58599854,Female,60+ years old,Bachelor's degree in college (4-year),11-15 years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,8,External factors,Internal factors,312.286
4/5/21 4:52,4/5/21 4:54,74.135.64.107,156,R_XnT29Ay5BL3JouB,6961701,39.60620117,-84.16950226,Male,30-44 years old,Master's degree,1-2 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,3,External factors,Internal factors,125.643
4/5/21 5:09,4/5/21 5:13,75.110.148.200,200,R_3rUNq7Ca3WoLAGw,2221659,35.09869385,-77.10449982,Female,45-59 years old,Associate degree in college (2-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,7,Internal factors,Internal factors,175.787
4/5/21 5:42,4/5/21 5:45,172.58.184.7,159,R_3MQjfg22xkSUjPc,8118158,40.44219971,-79.99269867,Female,30-44 years old,Associate degree in college (2-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,1,Internal factors,External factors,128.701
4/5/21 5:48,4/5/21 5:49,45.71.19.155,45,R_XXN6r2Vw8urEExz,3213677,40.69940186,-73.88829803,Male,60+ years old,Bachelor's degree in college (4-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,[]'s performance doesn't warrant a raise,5,7,Internal factors,Internal factors,11.277
4/5/21 6:43,4/5/21 6:45,73.131.41.211,120,R_BPwQ2kqQVw4kDAZ,4444037,32.82150269,-80.05680084,Male,30-44 years old,Master's degree,11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,6,Internal factors,External factors,101.187
4/5/21 7:41,4/5/21 7:44,71.13.172.210,134,R_1cU60Gqy4p1CqAW,7394977,45.47189331,-91.1088028,Male,45-59 years old,Master's degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,Internal factors,External factors,106.686
4/5/21 7:41,4/5/21 7:44,72.255.78.178,182,R_3LhSAabD7BhNRAb,8528927,41.64349365,-91.5684967,Male,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,4,External factors,Internal factors,166.512
4/5/21 7:52,4/5/21 8:10,72.231.231.105,1083,R_1gBeYb9j51UukBM,7530361,42.92970276,-78.74340057,Female,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,5,External factors,External factors,508.272
4/5/21 8:33,4/5/21 8:36,99.166.79.205,158,R_30oQtRDEYbco96A,2477246,32.75720215,-96.76110077,Female,45-59 years old,High school graduate (high school diploma or equivalent including GED),16-20 years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,Internal factors,External factors,126.977
4/5/21 8:46,4/5/21 8:55,71.62.105.71,529,R_damgRqnRmzkm8h3,4055813,36.68829346,-79.86849976,Male,60+ years old,Bachelor's degree in college (4-year),21+ years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,7,Internal factors,Internal factors,380.648
4/2/21 9:59,4/2/21 10:03,75.118.6.234,250,R_VKAhifIuW1vWGGt,5775937,,,Male,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,2,Internal factors,External factors,208.555
4/2/21 10:07,4/2/21 10:08,63.160.143.91,59,R_1mOy4SJqVTo8Qcc,4669190,,,Female,18-29 years old,Bachelor's degree in college (4-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,[]'s performance doesn't warrant a raise,8,7,Internal factors,External factors,30.56
4/5/21 10:10,4/5/21 10:15,100.7.46.64,295,R_QnZ3KiNVUKymrZf,1707384,37.51089478,-77.64289856,Male,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,3,External factors,Internal factors,216.301
4/2/21 10:16,4/2/21 10:17,98.212.214.93,26,R_W7l3PbiQm9i5E65,9683284,,,Male,30-44 years old,Master's degree,6-10 years,Asian,,Kevin,15%,Recognized the entire team for their support,[]'s performance doesn't warrant a raise,7,7,Internal factors,Internal factors,13.263
4/2/21 10:13,4/2/21 10:18,24.167.195.252,285,R_ewJCyJR3G1Z3d2F,6455166,,,Female,60+ years old,High school graduate (high school diploma or equivalent including GED),16-20 years,White,,Kevin,15%,Got straight to [his/her] request,Does not have the budget for salary increases,0,0,External factors,Internal factors,232.3
4/2/21 10:30,4/2/21 10:31,74.233.53.26,41,R_2D6sGwGDwQIBuBZ,2799633,,,Male,18-29 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,10%,Recapped the work [he/she] has done over the past year,[]'s performance doesn't warrant a raise,7,9,Internal factors,Internal factors,10.834
4/5/21 10:32,4/5/21 10:34,199.224.24.12,72,R_2wMkaDjxC2Oldko,2975752,40.43240356,-79.92469788,Male,30-44 years old,Master's degree,6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,5,Internal factors,External factors,57.895
4/5/21 10:33,4/5/21 10:34,98.159.196.54,64,R_31AcghK0Ur3wCOy,2586301,34.61799622,-86.05619812,Male,18-29 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,6,External factors,Internal factors,34.972
4/2/21 10:37,4/2/21 10:41,73.167.207.98,273,R_2EvfYlkjBpK8tNS,5245096,,,Female,60+ years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,7,External factors,External factors,208.461
4/5/21 10:57,4/5/21 10:59,104.187.64.11,144,R_2yfMfEKqnDSBImM,9849230,42.00939941,-87.83540344,Male,18-29 years old,Bachelor's degree in college (4-year),1-2 years,Black or African American,,Kevin,15%,Got straight to [his/her] request,Does not have the budget for salary increases,5,6,External factors,External factors,117.506
4/2/21 10:55,4/2/21 11:04,41.220.235.90,523,R_2wsoeUDoPV6BDnJ,6850962,,,Female,30-44 years old,Associate degree in college (2-year),1-2 years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,5,Internal factors,Internal factors,450.096
4/5/21 11:33,4/5/21 11:34,68.119.146.246,51,R_21EAbWfru3jzwiz,9305171,34.1230011,-117.8988037,Female,18-29 years old,Master's degree,3-5 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,External factors,Internal factors,34.101
4/2/21 11:40,4/2/21 11:47,50.88.93.81,424,R_2fa2ZOzx4koPqRC,8127081,,,Male,30-44 years old,Associate degree in college (2-year),21+ years,Other,Google Walter Moryan @ Amazon.com,Kevin,10%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,0,Internal factors,External factors,324.891
4/2/21 11:45,4/2/21 11:47,63.167.242.19,155,R_2EbBrA08MjLmVD5,4175516,,,Female,45-59 years old,Master's degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,4,External factors,External factors,130.119
4/5/21 12:03,4/5/21 12:10,47.21.14.166,380,R_1d0jvE0cKHT6wYt,2459585,40.80180359,-72.86750031,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,9,Internal factors,External factors,50.756
4/5/21 12:06,4/5/21 12:11,185.187.243.242,321,R_1NFapRRXJ9zjgqB,4393882,40.71260071,-74.00659943,Female,18-29 years old,Master's degree,3-5 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,7,Internal factors,External factors,272.711
4/5/21 12:09,4/5/21 12:13,98.111.214.181,240,R_3erC3VDb0V8DJWK,1354918,40.42419434,-79.76580048,Male,45-59 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,7,Internal factors,External factors,114.995
4/5/21 12:29,4/5/21 12:33,108.247.232.126,283,R_2qkON9kaxoUzwyh,5606914,33.93429565,-84.60759735,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,7,External factors,External factors,168.96
4/2/21 12:22,4/2/21 12:41,24.35.41.79,1095,R_1OCyFshVQyaupJi,6492063,,,Female,45-59 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,5,Internal factors,External factors,359.2
4/2/21 12:47,4/2/21 12:52,65.184.69.197,299,R_2uCy1hGO7JTl84i,8147178,,,Female,30-44 years old,Associate degree in college (2-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,9,Internal factors,External factors,272.112
4/2/21 12:35,4/2/21 13:00,65.35.173.229,1540,R_1ghX6L4wdYahHm8,9662397,,,Male,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,1,Internal factors,External factors,336.156
4/5/21 13:04,4/5/21 13:10,75.90.109.168,346,R_2wGq0UlxDpE6QMx,1153953,30.87680054,-84.20909882,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,8,External factors,External factors,283.1
4/5/21 13:19,4/5/21 13:20,199.218.242.7,46,R_3rPbX1OgOMtuK5v,9750960,40.03210449,-82.90920258,Male,30-44 years old,Master's degree,16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,5,External factors,Internal factors,32.274
4/2/21 12:40,4/2/21 13:37,162.210.194.38,3406,R_d57jJ2IekRWsTyV,8597927,,,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,10,External factors,External factors,213.153
4/5/21 13:48,4/5/21 13:55,73.208.255.247,425,R_2rGRf5k1AruD7ss,2022753,41.85079956,-87.87909698,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),0 years (No work experience),Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,0,Internal factors,External factors,316.172
4/5/21 14:10,4/5/21 14:18,68.45.218.138,493,R_1jfRa3QfaBhYgGm,5425913,41.15100098,-85.125,Male,45-59 years old,High school graduate (high school diploma or equivalent including GED),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,9,External factors,Internal factors,265.5
4/5/21 15:17,4/5/21 15:18,198.21.154.201,84,R_p4e9eqQ5oBqANCp,1741089,34.67750549,-82.8361969,Male,30-44 years old,Associate degree in college (2-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,Internal factors,Internal factors,67.377
4/5/21 15:36,4/5/21 15:38,24.255.58.105,118,R_2wSnzSPkch8i5Gr,8802960,31.54020691,-110.2669983,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,White,,Kevin,15%,Got straight to [his/her] request,Does not have the budget for salary increases,4,5,External factors,Internal factors,90.016
4/5/21 16:43,4/5/21 16:47,76.20.52.169,254,R_2ZKQuREbVlpVRxu,9151686,38.40629578,-121.4286957,Male,30-44 years old,Master's degree,3-5 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,Internal factors,Internal factors,220.883
4/5/21 17:13,4/5/21 17:16,75.84.93.75,172,R_10wt0bpoBvtRCVQ,2318170,34.10600281,-118.3607025,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,5,Internal factors,External factors,141.148
4/5/21 18:30,4/5/21 18:32,97.101.234.12,96,R_380fZuyxoIFEyrf,2617856,28.49319458,-81.28780365,Female,30-44 years old,Bachelor's degree in college (4-year),1-2 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,6,Internal factors,Internal factors,63.784
4/5/21 18:39,4/5/21 18:46,174.192.212.248,422,R_1go3YWYpRzyIFVB,9373369,38.90910339,-77.02030182,Male,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,2,Internal factors,External factors,389.889
